Full Node Name|Asset Number|Asset Owner|Manufacturer|Purchase Date|Serial Number|System Model|Floor space|DOMS RFID|Planned Decommission Date
mrbc14b6.via.novonet|SV002271|Customer|IBM|2007-03-14 00:00:00|99DXC2H|8844-31G|Row15 Cab7||
mrbc15.via.novonet|KKWGR9D|Customer||2008-10-20 00:00:00|KKWGR9D||Refer to DOMS|02F11F5B|
mrbc15b14.via.novonet|KD0002B|Customer|IBM|2007-03-05 00:00:00|KD0002B|8842-42Y|Row25 Rack12|02F11F27|
mrbc15b2.via.novonet|KD00021|Customer|IBM|2007-03-05 00:00:00|KD00021|BLADECENTER JS20 8842|Row25 Rack12|02F11F3D|
mrbc15b7.via.novonet|KD00032|Customer|IBM|2007-03-05 00:00:00|KD00032|BLADECENTER JS20 8842|Row25 Rack12|02F11F42|
mrbc15b9.via.novonet|KD00030|Customer|IBM|2007-03-14 00:00:00|KD00030|8842-42Y|Row25 Rack12|02F11F44|
mrbc16.via.novonet|SV001015|Customer||2006-08-01 00:00:00|KKRKW1B||Refer to DOMS|02F0EDB2|
mrbc16b2.via.novonet|SV002245|Customer||2008-12-11 00:00:00|99DZP6V||Refer to DOMS||
mrbc18.via.novonet|SV001053|Customer||2006-07-11 00:00:00|KDHCKV5||Refer to DOMS|02F0EDAC|
mrbc1b10.via.novonet|KK012C9|Customer|IBM|2007-03-14 00:00:00|KK012C9-MRBC1B10|BLADECENTER JS20 8842|Row25 Rack12||
mrbc1b11.via.novonet|KK01429|Customer|IBM|2007-03-14 00:00:00|KK01429|8842-41X|Row25 Rack12||
mrbc1b13.via.novonet|KK01405|Customer|IBM|2007-03-14 00:00:00|KK01405-MRBC1B13|BLADECENTER JS20 8842|Row25 Rack12||
mrbc1b14.via.novonet|KK01409|Customer|IBM|2007-03-14 00:00:00|KK01409-MRBC1B14|BLADECENTER JS20 8842|Row25 Rack12||
mrbc2.via.novonet|KKPXK3N|Customer||2009-01-22 00:00:00|KKPXK3N||Refer to DOMS|02F0F31B|
mrbc2b10.via.novonet|KD00047|Customer|IBM|2007-03-14 00:00:00|KD00047|BLADECENTER JS20 8842|Row13 Cab7|02F0F349|
mrbc2b14.via.novonet|KK012FA|Customer|IBM|2007-03-14 00:00:00|KK012FA-MRBC2B14|BLADECENTER JS20 8842|Row13 Cab7||
mrbc4.via.novonet|KKVDT3K|Customer||2009-02-04 00:00:00|KKVDT3K||Refer to DOMS|02F0F2EE|
mrbc4b10.via.novonet|KK0142F|Customer|IBM|2007-03-14 00:00:00|KK0142F|8842-41X|Row15 Cab7|02F0F34C|
mrbc4b13.via.novonet|KK015AE|Customer|IBM|2007-03-14 00:00:00|KK015AE|8842-42Y|Row15 Cab7|02F0F365|
mrbc4b3.via.novonet|KK0140E|Customer|IBM|2007-03-14 00:00:00|KK0140E|8842-41X|Row15 Cab7|02F0F307|
mrbc4b5.via.novonet|KK01404|Customer|IBM|2007-03-14 00:00:00|KK01404|8842-41X|Row15 Cab7|02F0F366|
mrbc4b7.via.novonet|KK0141F|Customer|IBM|2007-03-05 00:00:00|KK0141F|8842-41X|Row15 Cab7|02F0F33D|
mrbc4b8.via.novonet|KK0142B|Customer|IBM|2007-03-05 00:00:00|KK0142B|8842-4XX|Row15 Cab7|02F0F302|
mrbc5.via.novonet|SV001016|Customer||2006-08-01 00:00:00|KBG2814||Refer to DOMS|02F11F5D|
mrbc8.via.novonet|KKVDR8F|Customer||2009-02-09 00:00:00|KKVDR8F||Refer to DOMS|02F0F7F8|
mrbc8b1.via.novonet|KD0002D|Customer|IBM|2007-03-14 00:00:00|KD0002D|8842-42Y|NONE|02F0F7D7|
mrbc8b10.via.novonet|SV001067|Customer|IBM|2007-03-14 00:00:00|99DWW7A-MRBC8B10|BLADECENTER JS21 8844|NONE|02F0F7F6|
mrbc8b2.via.novonet|KK0142E|Customer|IBM|2007-03-14 00:00:00|KK0142E|8842-41X|NONE|02F0F7D6|
mrbc8b3.via.novonet|KK015D0|Customer|IBM|2007-03-14 00:00:00|KK015D0|8842-42Y|NONE||
mrbc8b4.via.novonet|KK01430|Customer|IBM|2007-03-05 00:00:00|KK01430|8842-4XX|NONE|02F0F7D3|
mrbc8b5.via.novonet|KD0001D|Customer|IBM|2007-03-14 00:00:00|KD0001D|8842-42Y|NONE|02F0F816|
mrbc8b6.via.novonet|SV002278|Customer|IBM|2007-03-14 00:00:00|99DXC3C|8844-31G|NONE|02F0F7D1|
mrbc9.via.novonet|SV001052|Customer||2006-07-11 00:00:00|99YW878||Refer to DOMS|02F11F78|
mrhmc10.via.novonet|SV002072|Customer|IBM|2007-09-29 00:00:00|65ADBFA|7310CR3|CQ071|02FF2211|
mrhmc12.via.novonet|65802DB|Customer|IBM|2008-12-23 00:00:00|65802DB|7042CR4|CQ071|02F11C9F|
mrhmc14.via.novonet|65802CB|Customer|IBM|2009-01-15 00:00:00|65802CB|7042CR4|CQ071||
mrhmc15.via.novonet|65E58DA|Customer|IBM|2008-12-08 00:00:00|65E58DA|7310CR3|NONE||
mrhmc16.via.novonet|MR000201|Customer|IBM|2009-01-16 00:00:00|6594BEB|7042CR4|NONE|02F11B29|
mrhmc17.via.novonet|659516B|Customer|IBM|2009-02-12 00:00:00|659516B|7042CR4|NONE|02F0ED9C|
mrhmc18.via.novonet|659A89B|Customer|IBM|2009-02-05 00:00:00|659A89B|7042CR4|NONE|02F11B2F|
mrhmc21.via.novonet|GD001804|Customer|IBM|2009-09-08 00:00:00|65C56EB|7042CR4|CS28||
mrhmc22.via.novonet|65C56CB|Customer|IBM|2009-09-08 00:00:00|65C56CB|7042CR4|Row6 Cab6||
mrhmc23.via.novonet|GD001802|Customer|IBM|2009-09-08 00:00:00|65C56DB|7042CR4|CS29||
mrhmc24.via.novonet|65C56BB|Customer|IBM|2009-09-08 00:00:00|65C56BB|7042CR4|NONE||
mrhmc25.via.novonet|6509E5C|Customer|IBM|2010-11-18 00:00:00|6509E5C|7042CR5|ITEC (920)|02F0F305|
mrhmc26.via.novonet|6509E3C|Customer|IBM|2010-11-18 00:00:00|6509E3C|7042CR5|ITEC (960)|02F11C79|
mrhmc27.via.novonet|6509E4C|Customer|IBM|2010-11-18 00:00:00|6509E4C|7042CR5|ITEC (920)|02F0F314|
mrhmc28.via.novonet|6509E6C|Customer|IBM|2010-11-18 00:00:00|6509E6C|7042CR5|ITEC (960)|02F11A19|
mrhmc29.via.novonet|065963C|Customer|IBM|2012-02-03 00:00:00|065963C|7042CR6|ITEC (960)|02F0F701|
mrhmc3.via.novonet|6560C7A|Customer|IBM|2006-05-04 00:00:00|6560C7A|7310CR2|NONE|02F0F8B2|
mrhmc30.via.novonet|065910C|Customer|IBM|2012-02-03 00:00:00|065910C|7042CR6|ITEC (960)|02FF21DF|
mrhmc31.via.novonet|065962C|Customer|IBM|2012-02-03 00:00:00|065962C|7042CR6|ITEC (960)|02FDFC46|
mrhmc32.via.novonet|065911C|Customer|IBM|2012-02-03 00:00:00|065911C|7042CR6|ITEC (960)||
mrhmc5.via.novonet|65F264A|Customer|IBM|2007-03-14 00:00:00|65F264A|7310CR3|NONE|02F1257A|
mrhmc7.via.novonet|10BC43A|Customer|IBM|2007-11-08 00:00:00|10BC43A|7310CR3|NONE|02F0EE3A|
mrhmc8.via.novonet|10BC42A|Customer|IBM|2007-11-08 00:00:00|10BC42A|4444aaa|NONE|02F11C9D|
mrhmc9.via.novonet|SV002071|Customer|IBM|2007-11-08 00:00:00|65AD93A|7310CR3|NONE|02F0F31C|
mrhmcbs1.via.novonet|658EAEB|Customer||2009-03-23 00:00:00|658EAEB||||
mrhmcdr.via.novonet|MR000224|Customer||2009-06-10 00:00:00|65ABE5B||Refer to DOMS|02F11B60|
murphy1.via.novonet|3838867|Customer|IBM|2006-12-08 00:00:00|831AC0E|IBM 9119-590|Refer to DOMS|02F1211D|
murphy2.via.novonet|3838369|Customer|IBM|2007-01-10 00:00:00|831ABFE|IBM 9119-590|Refer to DOMS|02F0F9F9|
mvsa.via.novonet||Customer|IBM|2006-02-27 00:00:00|||Refer to DOMS||
mvsd.via.novonet||Customer|IBM|2006-02-27 00:00:00|||Refer to DOMS||
mvsr.via.novonet||Customer|IBM|2006-02-27 00:00:00|||Refer to DOMS||
nadnu1za.via.novonet|NU144966|Customer|Hewlett Packard|2006-04-21 00:00:00|8304KJ431296|PROLIANT ML370 G3|R_R21_10|02F11AE4|
nalnu1sa.via.novonet||Customer|VMware|2006-04-21 00:00:00|VMWARE-50 29 D0 8D 5D 5D E2 D6-56 50 29 0C E4 11 6A 07|VIRTUAL SERVER|Refer to DOMS||
nalnu9ab..via.novonet||Customer|VMware|2006-04-21 00:00:00|VMWARE-50 29 3B D9 3B 02 14 34-EB 47 1E 69 88 12 5B 9D|VIRTUAL SERVER|Refer to DOMS||
nalnu9ba.via.novonet|NU316355|Customer|IBM|2006-04-21 00:00:00|KBCVH12|XSERIES 345 8670|R_R06_11|02F0F741|
nbns1.ma.norwich-union.com|NU040150|Customer||2009-03-06 00:00:00|8835CC840008||Refer to DOMS|02F11B6A|
nbns2.ma.norwich-union.com|NU040172|Customer||2009-03-06 00:00:00|8835CC880560||Refer to DOMS||
nbns5.ma.norwich-union.com|NU037549|Customer||2006-05-04 00:00:00|8835CC340001||Refer to DOMS|02F11BD3|
nbns6.ma.norwich-union.com|NU040174|Customer||2006-05-04 00:00:00|8840CC340130||Refer to DOMS|02F11BFB|
nbns8.ma.norwich-union.com|NU037424|Customer||2006-05-04 00:00:00|8838CC340497||Refer to DOMS|02F1262B|
nbnshub2.ma.norwich-union.com|NU040244|Customer||2008-12-09 00:00:00|8835CC340071||Refer to DOMS|02F11CEF|
ndssu152.ecs.com||Customer|VMware|2007-10-09 00:00:00|VMWARE-50 29 78 5F 5A 13 0F 15-60 D1 60 16 5E 73 20 62|VIRTUAL SERVER|Refer to DOMS||
ngnu0102.via.novonet||Customer|VMware|2006-04-21 00:00:00|VMWARE-50 29 E2 75 62 D7 84 72-19 01 5B C8 FF E0 1B C4|VIRTUAL SERVER|Refer to DOMS||
nimbld1.via.novonet||Customer|IBM|2008-07-04 00:00:00|65A3AAG-NIMBLD1|ESERVER P5 520 9131|NONE||
nimbld2.via.novonet||Customer|IBM|2008-07-04 00:00:00|65A3B1G-NIMBLD2|ESERVER P5 520 9131|NONE||
nimbld2_owlbld2.via.novonet|SV002100|Customer||2006-10-01 00:00:00|65A3B1G||Refer to DOMS|02F0EF2A|
nlamdavia811.via.novonet|||Hewlett Packard|2013-08-07 00:00:00|GB8017T557|PROLIANT SE316M1|||
nlamdavia812.via.novonet|||Hewlett Packard|2013-08-07 00:00:00|CZ3230S45L|PROLIANT SE316M1R2|||
noncrit01.via.novonet||Customer||2009-01-13 00:00:00|||Refer to DOMS||
noncrit02.via.novonet||Customer||2009-01-13 00:00:00|||Refer to DOMS||
noncrit03.via.novonet||Customer||2009-04-24 00:00:00|||Refer to DOMS||
noncrit04.via.novonet||Customer||2009-04-24 00:00:00|||Refer to DOMS||
noncrit07.via.novonet||Customer||2009-04-24 00:00:00|||Refer to DOMS||
noncrit08.via.novonet||Customer||2007-03-12 00:00:00|||Refer to DOMS||
noncrit10.via.novonet||Customer||2007-03-12 00:00:00|||Refer to DOMS||
noncrit11.via.novonet||Customer||2007-05-01 00:00:00|||Refer to DOMS||
noncrit12.via.novonet||Customer||2007-04-05 00:00:00|||Refer to DOMS||
noncrit801.via.novonet||Customer||2007-03-12 00:00:00|||||
noncritq01.via.novonet||Customer||2010-05-24 00:00:00|||Refer to DOMS||
noncritq03.via.novonet||Customer||2007-08-16 00:00:00|||Refer to DOMS||
noncritq04.via.novonet||Customer||2007-10-17 00:00:00|||Refer to DOMS||
noncritq05.via.novonet||Customer||2008-04-29 00:00:00|||Refer to DOMS||
noncritq06.via.novonet||Customer||2008-04-25 00:00:00|||Refer to DOMS||
noncritsbc01.via.novonet||||2013-08-05 00:00:00|||Refer to DOMS||
noncritw01.via.novonet||Customer||2009-03-19 00:00:00|||Refer to DOMS||
noncritw02.via.novonet||Customer||2009-03-19 00:00:00|||Refer to DOMS||
noncritw03.via.novonet||Customer||2009-03-19 00:00:00|||Refer to DOMS||
noncritw04.via.novonet||Customer||2009-03-19 00:00:00|||Refer to DOMS||
noncritw05.via.novonet||Customer||2007-04-13 00:00:00|||Refer to DOMS||
noncritw06.via.novonet||Customer||2010-03-16 00:00:00|||Refer to DOMS||
noncritw07.via.novonet||Customer||2008-10-03 00:00:00|||Refer to DOMS||
noncritw08.via.novonet||Customer||2007-04-13 00:00:00|||Refer to DOMS||
noncritw09.via.novonet||Customer||2007-07-30 00:00:00|||Refer to DOMS||
noncritw10.via.novonet||Customer||2007-03-12 00:00:00|||Refer to DOMS||
notcrit07.via.novonet||Customer||2007-04-05 00:00:00|||||
notd003a.via.novonet|SV000106|Customer|IBM|2006-04-21 00:00:00|KDTBM9C|XSERIES 345 8670|R_R26_20|02F120C0|
notd004a.via.novonet||Customer|VMware|2007-05-31 00:00:00|VMWARE-50 29 60 DF CE 98 1D EA-BE 17 60 74 7E 7A 58 5C|VIRTUAL SERVER|Refer to DOMS||
notd005a.via.novonet||Customer|VMware|2007-05-31 00:00:00|VMWARE-50 29 4D 0C 20 BF C1 AD-51 97 8A 60 10 84 46 A0|VIRTUAL SERVER|Refer to DOMS||
notd006a.via.novonet||Customer|VMware|2006-04-21 00:00:00|||Refer to DOMS||
notd007a.via.novonet||Customer|VMware|2006-04-21 00:00:00|VMWARE-50 24 89 C6 CD 2B 73 30-B2 9F 27 BE 6C C1 2F 19|VIRTUAL SERVER|Refer to DOMS||
notl001h.via.novonet|SV000266|Customer|IBM|2006-04-21 00:00:00|KBLP066|XSERIES 345 8670|R_R08_03||
notl003m.via.novonet|SV003421|Customer|Dell|2006-04-21 00:00:00|C4BR34J|POWEREDGE 2950|R_R07_12|02F0F6C0|
notl004m.via.novonet|SV003901|Customer|Dell|2006-04-21 00:00:00|F4BR34J|POWEREDGE 2950|R_R22_04|02F11BCF|
notl005m.via.novonet|SV006718|Customer|Dell|2006-04-21 00:00:00|C5SC53J|POWEREDGE 2950|R_R07_12|02F0F6C4|
notl006m.via.novonet|SV003494|Customer|Dell|2006-04-21 00:00:00|286T43J|POWEREDGE 2950|R_R22_02|02F11BBA|
notl007m.via.novonet|SV004420|Customer|Dell|2009-03-03 00:00:00|56D074J|POWEREDGE 2950|R_R07_12|02F11B9C|
notl008m.via.novonet|SV004415|Customer|Dell|2009-03-03 00:00:00|66D074J|POWEREDGE 2950|R_R10_08|02F0F53C|
notl009m.via.novonet|SV003431|Customer|Dell|2006-04-21 00:00:00|54BR34J|POWEREDGE 2950|R_R07_12|02F0F6C2|
notl010m.via.novonet|SV003016|Customer|Dell|2006-04-21 00:00:00|D4BR34J|POWEREDGE 2950|R_R26_25|02F11FEA|
notl011m.via.novonet|SV003158|Customer|Dell|2006-04-21 00:00:00|J4BR34J|POWEREDGE 2950|R_R07_12|02F0F6BB|
notl012m.via.novonet|SV003437|Customer|Dell|2006-04-21 00:00:00|74BR34J|POWEREDGE 2950|R_R26_25|02F11FE9|
notl013m.via.novonet|SV003052|Customer|Dell|2006-04-21 00:00:00|C6NHY2J|POWEREDGE 2950|R_R08_03|02F0F68F|
notl014m.via.novonet|SV003554|Customer|Dell|2006-04-21 00:00:00|D5SC53J|POWEREDGE 2950|R_R26_24|02F11FF6|
notl015m.via.novonet||Customer|VMware|2006-04-21 00:00:00|VMWARE-50 29 E3 5D 7C F0 41 27-FC 0C 32 6C 4B A4 E4 CD|VIRTUAL SERVER|Refer to DOMS||
notl016m.via.novonet||Customer|VMware|2006-04-21 00:00:00|VMWARE-50 24 B5 89 A6 08 A5 A0-79 3B 12 CA B0 BA EF 24|VIRTUAL SERVER|Refer to DOMS||
notl019m.via.novonet|SV000084|Customer|IBM|2006-04-21 00:00:00|KDMPH8C|XSERIES 345 8670|R_R07_11|02F0F6CE|
notl020m.via.novonet|SV000085|Customer|IBM|2006-04-21 00:00:00|KDVN7PZ|XSERIES 345 8670|R_R26_28|02F12030|
notl021a.via.novonet|SV000068|Customer|IBM|2006-04-21 00:00:00|KD14098|XSERIES 345 8670|R_R07_11|02F0F6C9|
notl022a.via.novonet|SV000065|Customer|IBM|2006-04-21 00:00:00|KD14102|XSERIES 345 8670|R_R26_22|02F11FE4|
notl023a.via.novonet|SV000041|Customer|IBM|2006-04-21 00:00:00|KDA4547|XSERIES 345 8670|R_R08_06|02F0F6A0|
notl024a.via.novonet|SV000042|Customer|IBM|2006-04-21 00:00:00|KBCRZ12|XSERIES 345 8670|R_R08_12|02F0F666|
notl025a.via.novonet|SV000043|Customer|IBM|2006-04-21 00:00:00|KDYXM11|XSERIES 346 8840|R_R08_12|02F0F668|
notl026a.via.novonet|SV000044|Customer|IBM|2006-04-21 00:00:00|KDZN376|XSERIES 346 8840|R_R08_06|02F0F696|
notl027a.via.novonet|SV000046|Customer||2006-04-21 00:00:00|KDZN375||R_R08_12|02F0F667|
notl028a.via.novonet|SV000045|Customer|IBM|2006-04-21 00:00:00|KDZN372|XSERIES 346 8840|R_R08_06|02F0F65D|
notl029a.via.novonet|SV001012|Customer|IBM|2006-04-21 00:00:00|KKTZH2H|XSERIES 365 8862|R_R26_26|02F1201B|
notl030a.via.novonet|SV001013|Customer|IBM|2006-04-21 00:00:00|KKTZH2D|XSERIES 365 8862|R_R08_10|02F0F65E|
notl031r.via.novonet|SV000537|Customer|IBM|2006-04-21 00:00:00|KDZN163|XSERIES 346 8840|R_R26_20|02F120C1|
notl032r.via.novonet|SV000533|Customer|IBM|2006-04-21 00:00:00|KDZN378|XSERIES 346 8840|R_R07_07|02F0F6ED|
notl033a.via.novonet|SV001565|Customer|IBM|2006-04-21 00:00:00|KDBXZC7|XSERIES 346 8840|R_R26_26|02F12019|
notl034a.via.novonet|SV001566|Customer|IBM|2006-04-21 00:00:00|KDBKFV2|XSERIES 346 8840|R_R07_07|02F0F6EF|
notl035g.via.novonet|SV001750|Customer|IBM|2006-04-21 00:00:00|KDGGRM2|XSERIES 346 8840|R_R26_21|02F11FC1|
notl036g.via.novonet|SV001612|Customer|IBM|2006-04-21 00:00:00|99AXWLP|XSERIES 346 8840|R_R07_06|02F0F6FE|
notl037m.via.novonet|SV001625|Customer|IBM|2006-06-07 00:00:00|KDGGTA9|XSERIES 346 8840|R_R26_19|02F120CC|
notl038m.via.novonet|SV001626|Customer|IBM|2006-08-10 00:00:00|KDGGRN3|XSERIES 346 8840|R_R07_04|02F0F704|
notl039m.via.novonet|SV002230|Customer|Dell|2006-08-10 00:00:00|7HZCC2J|POWEREDGE 2850|R_R26_21|02F11FC5|
notl040m.via.novonet|SV002227|Customer|Dell|2006-08-16 00:00:00|8HZCC2J|POWEREDGE 2850|R_R26_20|02F11FD1|
notl041m.via.novonet|SV002231|Customer|Dell|2006-10-13 00:00:00|BJYMD2J|POWEREDGE 2850|R_R26_23||
notl042m.via.novonet|SV002229|Customer|Dell|2006-08-11 00:00:00|DELL|POWEREDGE 2850|R_R07_03||
notl043m.via.novonet|SV002232|Customer|Dell|2006-08-11 00:00:00|5HZCC2J|POWEREDGE 2850|R_R07_03|02F0F717|
notl044m.via.novonet|SV002228|Customer|Dell|2006-08-09 00:00:00|6HZCC2J|POWEREDGE 2850|R_R07_03|02F0F70A|
notl045a.via.novonet|SV000742|Customer|Dell|2006-08-26 00:00:00|4WX1D2J|POWEREDGE 2850|R_R07_03|02F0F72A|
notl046a.via.novonet|SV000744|Customer|Dell|2006-04-21 00:00:00|1WX1D2J|POWEREDGE 2850|R_R26_20|02F11FD0|
notl047a.via.novonet|SV000741|Customer|Dell|2006-04-21 00:00:00|2WX1D2J|POWEREDGE 2850|R_R26_19|02F120C9|
notl048a.via.novonet|SV000743|Customer|Dell|2006-08-26 00:00:00|3WX1D2J|POWEREDGE 2850|R_R07_03|02F0F72B|
notl049m.via.novonet|SV003342|Customer|Dell|2007-02-07 00:00:00|5X5HF2J|POWEREDGE 2850|R_R26_19|02F120CB|
notl050m.via.novonet|SV003371|Customer|Dell|2007-01-18 00:00:00|3X5HF2J|POWEREDGE 2850|R_R12_02|02F0F43B|
notl052g.via.novonet|SV003650|Customer|Dell|2007-03-01 00:00:00|9RGMR2J|POWEREDGE 2950|R_R12_09|02F0F46A|
notl053g.via.novonet|SV003782|Customer|Dell|2007-03-01 00:00:00|8RGMR2J|POWEREDGE 2950|R_R26_27|02F1200A|
notl054a.via.novonet|SV003660|Customer|Dell|2007-03-01 00:00:00|9LK6J2J|POWEREDGE 6850|R_R12_09|02F0F46B|
notl055a.via.novonet|SV003358|Customer|Dell|2007-03-01 00:00:00|1ZX6J2J|POWEREDGE 6850|R_R26_24|02F11FFC|
notl056a.via.novonet|SV003230|Customer|Dell|2007-03-01 00:00:00|CGJMR2J|POWEREDGE 2950|R_R26_28|02F1202F|
notl057a.via.novonet|SV003780|Customer|Dell|2007-03-01 00:00:00|BGJMR2J|POWEREDGE 2950|R_R12_07|02F0F45D|
notl059a.via.novonet||Customer|VMware|2007-08-14 00:00:00|VMWARE-50 29 3F E3 3A 5B C5 A3-44 8B B0 29 BF 2D E9 11|VIRTUAL SERVER|Refer to DOMS||
notl060a.via.novonet||Customer|VMware|2006-04-21 00:00:00|VMWARE-50 29 FA 1C 82 7D C9 F3-11 80 60 FB FE 88 7F 0F|VIRTUAL SERVER|Refer to DOMS||
notl061a.via.novonet||Customer|VMware|2007-05-02 00:00:00|VMWARE-50 29 7A 86 FF D6 E0 02-5E D7 A0 48 CF A3 10 E2|VIRTUAL SERVER|Refer to DOMS||
notl062a.via.novonet||Customer|VMware|2007-05-02 00:00:00|VMWARE-50 29 A7 5C F5 F5 A8 4D-1E B7 B1 E9 F8 3E B1 6C|VIRTUAL SERVER|Refer to DOMS||
notl063m.via.novonet|SV003704|Customer|Dell|2006-04-21 00:00:00|JKW3T2J|POWEREDGE 2950|R_R26_24|02F11FF7|
notl064m.via.novonet|SV003697|Customer|Dell|2007-05-05 00:00:00|1LW3T2J|POWEREDGE 2950|R_R12_07|02F0F458|
notl065m.via.novonet|SV003985|Customer|Dell|2007-06-12 00:00:00|GNRGW2J|POWEREDGE 2950|R_R26_22|02F123C9|
notl066m.via.novonet|SV003989|Customer|Dell|2007-05-05 00:00:00|FNRGW2J|POWEREDGE 2950|R_R12_07|02F0F457|
notl067m.via.novonet|SV003768|Customer|Dell|2007-05-05 00:00:00|C2KDW2J|POWEREDGE 2950|R_R12_10|02F0F471|
notl068m.via.novonet|SV003487|Customer|Dell|2007-05-05 00:00:00|B2KDW2J|POWEREDGE 2950|R_R26_22|02F11FE6|
notl069m.via.novonet|SV003675|Customer|Dell|2008-07-08 00:00:00|HK2LM3J|POWEREDGE 2950|R_R26_22|02F11FE0|
notl070m.via.novonet|SV003467|Customer|Dell|2008-06-26 00:00:00|JK2LM3J|POWEREDGE 2950|R_R07_04|02F0F8F8|
notl071a.via.novonet|SV003835|Customer|Dell|2008-07-28 00:00:00|BD61L3J|POWEREDGE 2950|R_R26_26|02F12015|
notl072a.via.novonet|SV003389|Customer|Dell|2008-08-07 00:00:00|9D61L3J|POWEREDGE 2950|R_R10_03|02F0F48D|
notl073g.via.novonet||Customer|VMware|2008-08-19 00:00:00|VMWARE-50 24 62 19 1F F9 B3 2B-62 D1 A9 6D 3A 2B 83 AC|VIRTUAL SERVER|Refer to DOMS||
notl074g.via.novonet||Customer|VMware|2008-08-14 00:00:00|VMWARE-50 29 5E A2 63 11 DC B0-4F 06 DF A9 CE 38 14 C9|VIRTUAL SERVER|Refer to DOMS||
notl075m.via.novonet|SV007388|Customer|Dell|2008-10-01 00:00:00|F1YVW3J|POWEREDGE 2950|R_R26_26|02F1201A|
notl076m.via.novonet|SV007387|Customer|Dell|2008-09-30 00:00:00|C1YVW3J|POWEREDGE 2950|R_R10_10|02F0F60E|
notl077m.via.novonet|SV007386|Customer|Dell|2008-10-01 00:00:00|B1YVW3J|POWEREDGE 2950|R_R26_19|02F120CA|
notl078m.via.novonet|SV007385|Customer|Dell|2008-08-26 00:00:00|D1YVW3J|POWEREDGE 2950|R_R12_07|02F0F45B|
notl079m.via.novonet|SV003631|Customer|Dell|2008-10-24 00:00:00|5L3MY3J|POWEREDGE 2950|R_R21_32|02F11B15|
notl080m.via.novonet|SV003980|Customer|Dell|2008-10-27 00:00:00|4L3MY3J|POWEREDGE 2950|R_R12_06|02F0F44D|
notl081m.via.novonet||Customer|VMware|2008-11-13 00:00:00|VMWARE-50 24 49 43 5F E6 35 4B-A4 D4 8C 9D C6 DA 33 6B|VIRTUAL SERVER|Refer to DOMS||
notl082a.via.novonet||Customer|VMware|2008-11-25 00:00:00|VMWARE-50 24 FA 26 7B CC 51 7B-BA B6 71 68 39 7A D1 1D|VIRTUAL SERVER|Refer to DOMS||
notl083a.via.novonet||Customer|VMware|2008-11-25 00:00:00|VMWARE-50 24 73 BA E0 C3 AC 21-04 17 CB 29 32 62 A4 21|VIRTUAL SERVER|Refer to DOMS||
notl084m.via.novonet|SV004745|Customer|Dell|2008-10-27 00:00:00|25GK54J|POWEREDGE 2950|R_R12_03|02F0F434|
notl085m.via.novonet|SV004150|Customer|Dell|2009-02-23 00:00:00|35GK54J|POWEREDGE 2950|R_R21_01|02F11B72|
notl086m.via.novonet|SV008005|Customer|Dell|2009-04-30 00:00:00|8R5P84J|POWEREDGE 2950|R_R10_02|02F0F4AF|
notl087m.via.novonet|SV008014|Customer|Dell|2009-04-30 00:00:00|9R5P84J|POWEREDGE 2950|R_R21_02|02F11B78|
notl088g.via.novonet||Customer|VMware|2009-04-30 00:00:00|VMWARE-50 29 ED F8 F1 D1 A0 26-8F 25 40 CE 1C D2 0B F0|VIRTUAL SERVER|Refer to DOMS||
notl088h.via.novonet||Customer|VMware|2009-04-30 00:00:00|VMWARE-50 29 D2 1C 2A EA 81 48-1C 4A 38 E1 42 9B E2 CF|VIRTUAL SERVER|Refer to DOMS||
notl089g.via.novonet||Customer|VMware|2009-04-30 00:00:00|VMWARE-50 24 9E AF CB 6D CA D4-58 51 98 C3 EF D9 58 F7|VIRTUAL SERVER|Refer to DOMS||
notl089h.via.novonet||Customer|VMware|2009-04-30 00:00:00|VMWARE-50 24 4A 9A 91 0B 3E E3-B8 B2 92 63 8B F8 0B 5E|VIRTUAL SERVER|Refer to DOMS||
notl090m.via.novonet||Customer|VMware|2009-10-05 00:00:00|VMWARE-50 24 92 29 6A 5B 8B FF-A6 46 FA 89 9A 2A AD CD|VIRTUAL SERVER|Refer to DOMS||
nots001m.via.novonet|SV000260|Customer|IBM|2006-04-21 00:00:00|KBZFW41|XSERIES 345 8670|R_R26_25||
notu001a.via.novonet||Customer|VMware|2006-08-11 00:00:00|VMWARE-50 24 81 4A 5A 94 29 4A-63 DC 2B E6 30 FB 44 70|VIRTUAL SERVER|Refer to DOMS||
notu002a.via.novonet||Customer|VMware|2006-08-11 00:00:00|VMWARE-50 24 E2 EE 78 37 95 50-9E 80 34 63 C9 81 FA F3|VIRTUAL SERVER|Refer to DOMS||
nuas4001.via.novonet|3838896|Customer|IBM|2008-02-11 00:00:00|6571530||Refer to DOMS||
nuas4001_p1.via.novonet|GD001098|Customer||2000-01-01 00:00:00|10-9533C||Refer to DOMS||
nuas4001_p2.via.novonet|GD001102|Customer||2000-01-01 00:00:00|10-9445C||Refer to DOMS||
nuas4001_p3.via.novonet|GD001100|Customer||2009-05-07 00:00:00|44G7127||Refer to DOMS|02F120F1|
nuas4002.via.novonet|3838347|Customer||2008-02-11 00:00:00|44K8094||Refer to DOMS|02F0F3BF|
nuas4002_p1.via.novonet|GD001381|Customer||2000-01-01 00:00:00|10-9415C||Refer to DOMS||
